SESSION; TIME;RPM;THROT;LAMB;R U SP;TAR LB;OIL P;SLIP%;INJ;L/Hr;L/100K;
9 ;11:55.80 ;4777 ;18 ;14.259 ;0.0 ;14.700 ;43.5 ;0 ;3.16 ;5.5;0.0;
9 ;11:55.90 ;4779 ;18 ;14.568 ;0.0 ;14.700 ;43.5 ;0 ;3.16 ;5.5;0.0;
9 ;11:56.00 ;4701 ;18 ;14.612 ;0.0 ;14.700 ;43.5 ;0 ;3.08 ;5.2;0.0;
9 ;11:56.10 ;4553 ;18 ;14.700 ;0.0 ;14.700 ;43.5 ;0 ;2.93 ;4.9;0.0;
9 ;11:56.20 ;4462 ;18 ;14.744 ;0.0 ;14.700 ;43.5 ;0 ;2.93 ;4.8;0.0;
9 ;11:56.30 ;4408 ;18 ;15.170 ;0.0 ;14.700 ;43.5 ;0 ;3.00 ;4.8;0.0;
9 ;11:56.40 ;4290 ;18 ;15.891 ;0.0 ;14.700 ;43.5 ;0 ;3.14 ;4.9;0.0;
9 ;11:56.50 ;4167 ;17 ;16.273 ;0.0 ;14.700 ;43.5 ;0 ;3.07 ;4.7;0.0;
9 ;11:56.60 ;4214 ;17 ;16.420 ;0.0 ;14.700 ;43.5 ;0 ;2.98 ;4.6;0.0;
9 ;11:56.70 ;4338 ;17 ;16.273 ;0.0 ;14.700 ;43.5 ;0 ;2.74 ;4.3;0.0;
9 ;11:56.80 ;4363 ;17 ;16.405 ;0.0 ;14.700 ;43.5 ;0 ;2.70 ;4.3;0.0;
9 ;11:56.90 ;4421 ;17 ;16.097 ;0.0 ;14.700 ;43.5 ;0 ;2.59 ;4.1;0.0;
9 ;11:57.00 ;4398 ;17 ;16.729 ;0.0 ;14.700 ;43.5 ;0 ;2.63 ;4.2;0.0;
9 ;11:57.10 ;4350 ;17 ;17.096 ;0.0 ;14.700 ;43.5 ;0 ;2.72 ;4.3;0.0;
9 ;11:57.20 ;4221 ;16 ;17.493 ;0.0 ;14.700 ;43.5 ;0 ;2.71 ;4.1;0.0;
9 ;11:57.30 ;4220 ;16 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.71 ;4.2;0.0;
9 ;11:57.40 ;4273 ;16 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.58 ;4.0;0.0;
9 ;11:57.50 ;4348 ;16 ;17.199 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;3.8;0.0;
9 ;11:57.60 ;4506 ;16 ;16.155 ;0.0 ;14.700 ;43.5 ;0 ;1.99 ;3.3;0.0;
9 ;11:57.70 ;4412 ;16 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.22 ;3.6;0.0;
9 ;11:57.80 ;3951 ;16 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.25 ;4.6;0.0;
9 ;11:57.90 ;3426 ;15 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.88 ;3.6;0.0;
9 ;11:58.00 ;3490 ;13 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.37 ;3.0;0.0;
9 ;11:58.10 ;3314 ;13 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.44 ;2.9;0.0;
9 ;11:58.20 ;3176 ;12 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.30 ;2.6;0.0;
9 ;11:58.30 ;3042 ;12 ;16.391 ;0.0 ;14.700 ;43.5 ;0 ;2.37 ;2.6;0.0;
9 ;11:58.40 ;2762 ;12 ;15.332 ;0.0 ;14.700 ;43.5 ;0 ;2.81 ;2.9;0.0;
9 ;11:58.50 ;2478 ;11 ;16.302 ;0.0 ;14.700 ;43.5 ;0 ;2.46 ;2.2;0.0;
9 ;11:58.60 ;2248 ;10 ;17.905 ;0.0 ;14.700 ;43.5 ;0 ;2.52 ;2.0;0.0;
9 ;11:58.70 ;1897 ;10 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.70 ;1.8;0.0;
9 ;11:58.80 ;1391 ;10 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.10 ;1.5;0.0;
9 ;11:58.90 ;1792 ;9 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.70 ;1.7;0.0;
9 ;11:59.00 ;2222 ;8 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.45 ;2.0;0.0;
9 ;11:59.10 ;2664 ;8 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.26 ;2.2;0.0;
9 ;11:59.20 ;2843 ;8 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.18 ;2.2;0.0;
9 ;11:59.30 ;2739 ;7 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.19 ;2.2;0.0;
9 ;11:59.40 ;2740 ;7 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.19 ;2.2;0.0;
9 ;11:59.50 ;2827 ;7 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.15 ;2.2;0.0;
9 ;11:59.60 ;2817 ;7 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.15 ;2.2;0.0;
9 ;11:59.70 ;2862 ;7 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.13 ;2.2;0.0;
9 ;11:59.80 ;2865 ;7 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.13 ;2.2;0.0;
9 ;11:59.90 ;2944 ;7 ;16.832 ;0.0 ;14.700 ;43.5 ;0 ;2.10 ;2.2;0.0;
9 ;12:00.00 ;2940 ;8 ;15.170 ;0.0 ;14.700 ;43.5 ;0 ;2.14 ;2.3;0.0;
9 ;12:00.10 ;2909 ;7 ;14.921 ;0.0 ;14.700 ;43.5 ;0 ;2.11 ;2.2;0.0;
9 ;12:00.20 ;2982 ;5 ;15.215 ;0.0 ;14.700 ;43.5 ;0 ;1.84 ;2.0;0.0;
9 ;12:00.30 ;2997 ;2 ;15.303 ;0.0 ;14.700 ;43.5 ;0 ;1.93 ;2.2;0.0;
9 ;12:00.40 ;2985 ;1 ;15.303 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;2.2;0.0;
9 ;12:00.50 ;2971 ;1 ;15.053 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;2.2;0.0;
9 ;12:00.60 ;2894 ;1 ;14.950 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;2.1;0.0;
9 ;12:00.70 ;2846 ;1 ;14.906 ;0.0 ;14.700 ;43.5 ;0 ;2.07 ;2.1;0.0;
9 ;12:00.80 ;2917 ;1 ;14.671 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.2;0.0;
9 ;12:00.90 ;2956 ;1 ;14.921 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;2.2;0.0;
9 ;12:01.00 ;2935 ;1 ;15.303 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.2;0.0;
9 ;12:01.10 ;2874 ;1 ;15.097 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;2.1;0.0;
9 ;12:01.20 ;2875 ;1 ;15.200 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;2.2;0.0;
9 ;12:01.30 ;2990 ;1 ;15.141 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;2.2;0.0;
9 ;12:01.40 ;2975 ;1 ;15.068 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;2.2;0.0;
9 ;12:01.50 ;2987 ;1 ;14.818 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;2.2;0.0;
9 ;12:01.60 ;2981 ;1 ;14.847 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;2.2;0.0;
9 ;12:01.70 ;2999 ;1 ;14.832 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;2.2;0.0;
9 ;12:01.80 ;2954 ;1 ;14.876 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.2;0.0;
9 ;12:01.90 ;2893 ;1 ;14.656 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;2.2;0.0;
9 ;12:02.00 ;2905 ;1 ;14.627 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;2.2;0.0;
9 ;12:02.10 ;2982 ;1 ;14.656 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;2.2;0.0;
9 ;12:02.20 ;2917 ;1 ;15.038 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.2;0.0;
9 ;12:02.30 ;2910 ;1 ;15.200 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;2.1;0.0;
9 ;12:02.40 ;2936 ;1 ;14.700 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.2;0.0;
9 ;12:02.50 ;2941 ;1 ;14.641 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.2;0.0;
9 ;12:02.60 ;2994 ;1 ;14.656 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;2.2;0.0;
9 ;12:02.70 ;2941 ;1 ;14.729 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.2;0.0;
9 ;12:02.80 ;2874 ;1 ;14.641 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;2.1;0.0;
9 ;12:02.90 ;2939 ;1 ;14.627 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.2;0.0;
9 ;12:03.00 ;3016 ;1 ;14.965 ;0.0 ;14.700 ;43.5 ;0 ;2.02 ;2.2;0.0;
9 ;12:03.10 ;2995 ;1 ;15.273 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;2.2;0.0;
9 ;12:03.20 ;3006 ;1 ;16.038 ;0.0 ;14.700 ;43.5 ;0 ;2.02 ;2.3;0.0;
9 ;12:03.30 ;3101 ;1 ;17.375 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.3;0.0;
9 ;12:03.40 ;3100 ;1 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.3;0.0;
9 ;12:03.50 ;3086 ;1 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.3;0.0;
9 ;12:03.60 ;3144 ;1 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.07 ;2.3;0.0;
9 ;12:03.70 ;2994 ;2 ;15.406 ;0.0 ;14.700 ;43.5 ;0 ;1.93 ;2.1;0.0;
9 ;12:03.80 ;3103 ;6 ;14.039 ;0.0 ;14.700 ;43.5 ;0 ;1.94 ;2.2;0.0;
9 ;12:03.90 ;2973 ;10 ;14.538 ;0.0 ;14.700 ;43.5 ;0 ;2.21 ;2.4;0.0;
9 ;12:04.00 ;2960 ;6 ;14.186 ;0.0 ;14.700 ;43.5 ;0 ;1.97 ;2.0;0.0;
9 ;12:04.10 ;2973 ;1 ;13.568 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;2.2;0.0;
9 ;12:04.20 ;2970 ;1 ;12.995 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;2.2;0.0;
9 ;12:04.30 ;2976 ;1 ;12.524 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;2.2;0.0;
9 ;12:04.40 ;2940 ;1 ;12.216 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.2;0.0;
9 ;12:04.50 ;2963 ;1 ;12.333 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;2.2;0.0;
9 ;12:04.60 ;3083 ;1 ;12.436 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.3;0.0;
9 ;12:04.70 ;3138 ;1 ;12.392 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;2.3;0.0;
9 ;12:04.80 ;3234 ;1 ;12.569 ;0.0 ;14.700 ;43.5 ;0 ;2.10 ;2.5;0.0;
9 ;12:04.90 ;3377 ;1 ;12.716 ;0.0 ;14.700 ;43.5 ;0 ;2.15 ;2.6;0.0;
9 ;12:05.00 ;3493 ;1 ;12.965 ;0.0 ;14.700 ;43.5 ;0 ;2.19 ;2.8;0.0;
9 ;12:05.10 ;3548 ;1 ;13.098 ;0.0 ;14.700 ;43.5 ;0 ;2.20 ;2.9;0.0;
9 ;12:05.20 ;3557 ;1 ;13.318 ;0.0 ;14.700 ;43.5 ;0 ;2.21 ;2.9;0.0;
9 ;12:05.30 ;3523 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.20 ;2.8;0.0;
9 ;12:05.40 ;3422 ;2 ;12.921 ;0.0 ;14.700 ;43.5 ;0 ;2.09 ;2.6;0.0;
9 ;12:05.50 ;3414 ;2 ;12.657 ;0.0 ;14.700 ;43.5 ;0 ;2.09 ;2.6;0.0;
9 ;12:05.60 ;3284 ;2 ;12.230 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;2.4;0.0;
9 ;12:05.70 ;3290 ;2 ;11.936 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;2.4;0.0;
9 ;12:05.80 ;3251 ;2 ;11.716 ;0.0 ;14.700 ;43.5 ;0 ;2.02 ;2.4;0.0;
9 ;12:05.90 ;3281 ;2 ;11.878 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;2.4;0.0;
9 ;12:06.00 ;3214 ;2 ;12.245 ;0.0 ;14.700 ;43.5 ;0 ;2.00 ;2.3;0.0;
9 ;12:06.10 ;3245 ;2 ;12.789 ;0.0 ;14.700 ;43.5 ;0 ;2.02 ;2.4;0.0;
9 ;12:06.20 ;3393 ;2 ;13.436 ;0.0 ;14.700 ;43.5 ;0 ;2.08 ;2.6;0.0;
9 ;12:06.30 ;3737 ;2 ;13.348 ;0.0 ;14.700 ;43.5 ;0 ;2.22 ;3.0;0.0;
9 ;12:06.40 ;4087 ;2 ;13.201 ;0.0 ;14.700 ;43.5 ;0 ;2.32 ;3.5;0.0;
9 ;12:06.50 ;4566 ;2 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.30 ;4.0;0.0;
9 ;12:06.60 ;5224 ;1 ;13.230 ;0.0 ;14.700 ;43.5 ;0 ;2.55 ;4.9;0.0;
9 ;12:06.70 ;5978 ;1 ;13.818 ;0.0 ;14.700 ;43.5 ;0 ;2.69 ;5.9;0.0;
9 ;12:06.80 ;6725 ;1 ;14.318 ;0.0 ;14.700 ;43.5 ;0 ;2.43 ;6.1;0.0;
9 ;12:06.90 ;7557 ;1 ;15.097 ;0.0 ;14.700 ;43.5 ;0 ;2.75 ;7.6;0.0;
9 ;12:07.00 ;8351 ;1 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.59 ;8.0;0.0;
9 ;12:07.10 ;8877 ;16 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.31 ;10.8;0.0;
9 ;12:07.20 ;8886 ;37 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.50 ;8.5;0.0;
9 ;12:07.30 ;8877 ;37 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.43 ;8.1;0.0;
9 ;12:07.40 ;8903 ;37 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.46 ;8.2;0.0;
9 ;12:07.50 ;8894 ;36 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.44 ;7.7;0.0;
9 ;12:07.60 ;8941 ;35 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.28 ;7.3;0.0;
9 ;12:07.70 ;8958 ;35 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.24 ;7.1;0.0;
9 ;12:07.80 ;9005 ;34 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.11 ;7.1;0.0;
9 ;12:07.90 ;8988 ;34 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.14 ;7.1;0.0;
9 ;12:08.00 ;8997 ;34 ;17.008 ;0.0 ;14.700 ;43.5 ;0 ;2.11 ;7.2;0.0;
9 ;12:08.10 ;8840 ;34 ;15.876 ;0.0 ;14.700 ;43.5 ;0 ;2.48 ;7.7;0.0;
9 ;12:08.20 ;8882 ;34 ;14.553 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;7.9;0.0;
9 ;12:08.30 ;8557 ;35 ;14.803 ;0.0 ;14.700 ;43.5 ;0 ;3.23 ;10.3;0.0;
9 ;12:08.40 ;8499 ;35 ;15.200 ;0.0 ;14.700 ;43.5 ;0 ;3.35 ;10.3;0.0;
9 ;12:08.50 ;7995 ;35 ;13.877 ;0.0 ;14.700 ;43.5 ;0 ;2.97 ;9.0;0.0;
9 ;12:08.60 ;8002 ;35 ;12.907 ;0.0 ;14.700 ;43.5 ;0 ;2.95 ;8.9;0.0;
9 ;12:08.70 ;7512 ;36 ;14.362 ;0.0 ;14.700 ;43.5 ;0 ;4.35 ;11.9;0.0;
9 ;12:08.80 ;7452 ;36 ;17.861 ;0.0 ;14.700 ;43.5 ;0 ;4.25 ;11.7;0.0;
9 ;12:08.90 ;7051 ;35 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.41 ;8.5;0.0;
9 ;12:09.00 ;6949 ;32 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.65 ;6.7;0.0;
9 ;12:09.10 ;6952 ;30 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.12 ;5.4;0.0;
9 ;12:09.20 ;6793 ;29 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.37 ;6.2;0.0;
9 ;12:09.30 ;6828 ;28 ;15.215 ;0.0 ;14.700 ;43.5 ;0 ;2.27 ;5.6;0.0;
9 ;12:09.40 ;6803 ;28 ;14.259 ;0.0 ;14.700 ;43.5 ;0 ;2.34 ;5.8;0.0;
9 ;12:09.50 ;6708 ;27 ;13.671 ;0.0 ;14.700 ;43.5 ;0 ;2.60 ;6.6;0.0;
9 ;12:09.60 ;6490 ;27 ;14.156 ;0.0 ;14.700 ;43.5 ;0 ;3.18 ;7.5;0.0;
9 ;12:09.70 ;6315 ;27 ;13.730 ;0.0 ;14.700 ;43.5 ;0 ;3.05 ;7.1;0.0;
9 ;12:09.80 ;6077 ;26 ;12.613 ;0.0 ;14.700 ;43.5 ;0 ;2.81 ;6.2;0.0;
9 ;12:09.90 ;5912 ;25 ;11.481 ;0.0 ;14.700 ;43.5 ;0 ;2.88 ;6.4;0.0;
9 ;12:10.00 ;5787 ;25 ;10.996 ;0.0 ;14.700 ;43.5 ;0 ;3.14 ;6.7;0.0;
9 ;12:10.10 ;5540 ;23 ;10.658 ;0.0 ;14.700 ;43.5 ;0 ;3.66 ;7.5;0.0;
9 ;12:10.20 ;5439 ;22 ;11.054 ;0.0 ;14.700 ;43.5 ;0 ;3.88 ;7.7;0.0;
9 ;12:10.30 ;5250 ;22 ;11.701 ;0.0 ;14.700 ;43.5 ;0 ;4.40 ;8.5;0.0;
9 ;12:10.40 ;5136 ;21 ;12.789 ;0.0 ;14.700 ;43.5 ;0 ;4.29 ;8.1;0.0;
9 ;12:10.50 ;5014 ;21 ;13.568 ;0.0 ;14.700 ;43.5 ;0 ;4.56 ;7.7;0.0;
9 ;12:10.60 ;4784 ;19 ;16.567 ;0.0 ;14.700 ;43.5 ;0 ;3.59 ;6.3;0.0;
9 ;12:10.70 ;4899 ;19 ;16.552 ;0.0 ;14.700 ;43.5 ;0 ;3.69 ;6.7;0.0;
9 ;12:10.80 ;4526 ;17 ;13.480 ;0.0 ;14.700 ;43.5 ;0 ;2.46 ;4.0;0.0;
9 ;12:10.90 ;4545 ;16 ;13.274 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;3.5;0.0;
9 ;12:11.00 ;5099 ;16 ;16.479 ;0.0 ;14.700 ;43.5 ;0 ;2.52 ;4.7;0.0;
9 ;12:11.10 ;5034 ;19 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.74 ;6.9;0.0;
9 ;12:11.20 ;3907 ;18 ;17.302 ;0.0 ;14.700 ;43.5 ;0 ;3.60 ;5.2;0.0;
9 ;12:11.30 ;3271 ;12 ;14.568 ;0.0 ;14.700 ;43.5 ;0 ;2.24 ;2.7;0.0;
9 ;12:11.40 ;3359 ;10 ;13.171 ;0.0 ;14.700 ;43.5 ;0 ;1.95 ;2.4;0.0;
9 ;12:11.50 ;3352 ;9 ;12.745 ;0.0 ;14.700 ;43.5 ;0 ;1.95 ;2.4;0.0;
9 ;12:11.60 ;3252 ;7 ;13.068 ;0.0 ;14.700 ;43.5 ;0 ;1.98 ;2.3;0.0;
9 ;12:11.70 ;3250 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.10 ;2.5;0.0;
9 ;12:11.80 ;3250 ;1 ;13.083 ;0.0 ;14.700 ;43.5 ;0 ;2.10 ;2.5;0.0;
9 ;12:11.90 ;3230 ;1 ;12.848 ;0.0 ;14.700 ;43.5 ;0 ;2.10 ;2.5;0.0;
9 ;12:12.00 ;3195 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.09 ;2.4;0.0;
9 ;12:12.10 ;3228 ;1 ;13.259 ;0.0 ;14.700 ;43.5 ;0 ;2.10 ;2.5;0.0;
9 ;12:12.20 ;3200 ;1 ;13.171 ;0.0 ;14.700 ;43.5 ;0 ;2.09 ;2.4;0.0;
9 ;12:12.30 ;3198 ;1 ;12.892 ;0.0 ;14.700 ;43.5 ;0 ;2.09 ;2.5;0.0;
9 ;12:12.40 ;3231 ;1 ;12.951 ;0.0 ;14.700 ;43.5 ;0 ;2.10 ;2.4;0.0;
9 ;12:12.50 ;3201 ;1 ;12.642 ;0.0 ;14.700 ;43.5 ;0 ;2.09 ;2.4;0.0;
9 ;12:12.60 ;3142 ;1 ;12.098 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;2.4;0.0;
9 ;12:12.70 ;3187 ;1 ;11.892 ;0.0 ;14.700 ;43.5 ;0 ;2.09 ;2.4;0.0;
9 ;12:12.80 ;3077 ;1 ;11.628 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.2;0.0;
9 ;12:12.90 ;3047 ;1 ;12.230 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;2.3;0.0;
9 ;12:13.00 ;3047 ;1 ;12.539 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;2.2;0.0;
9 ;12:13.10 ;3137 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;2.3;0.0;
9 ;12:13.20 ;3390 ;1 ;14.112 ;0.0 ;14.700 ;43.5 ;0 ;2.15 ;2.6;0.0;
9 ;12:13.30 ;3779 ;1 ;14.553 ;0.0 ;14.700 ;43.5 ;0 ;2.29 ;3.2;0.0;
9 ;12:13.40 ;4139 ;1 ;14.450 ;0.0 ;14.700 ;43.5 ;0 ;2.37 ;3.6;0.0;
9 ;12:13.50 ;4579 ;1 ;13.157 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;4.1;0.0;
9 ;12:13.60 ;5179 ;1 ;11.922 ;0.0 ;14.700 ;43.5 ;0 ;2.54 ;4.9;0.0;
9 ;12:13.70 ;5839 ;1 ;11.819 ;0.0 ;14.700 ;43.5 ;0 ;2.66 ;5.8;0.0;
9 ;12:13.80 ;6597 ;2 ;12.025 ;0.0 ;14.700 ;43.5 ;0 ;2.55 ;6.2;0.0;
9 ;12:13.90 ;6399 ;8 ;11.540 ;0.0 ;14.700 ;43.5 ;0 ;2.21 ;5.2;0.0;
9 ;12:14.00 ;6996 ;9 ;11.040 ;0.0 ;14.700 ;43.5 ;0 ;2.80 ;7.2;0.0;
9 ;12:14.10 ;7609 ;11 ;11.143 ;0.0 ;14.700 ;43.5 ;0 ;1.74 ;4.9;0.0;
9 ;12:14.20 ;7307 ;11 ;11.334 ;0.0 ;14.700 ;43.5 ;0 ;2.16 ;6.1;0.0;
9 ;12:14.30 ;6720 ;11 ;11.731 ;0.0 ;14.700 ;43.5 ;0 ;2.01 ;5.0;0.0;
9 ;12:14.40 ;6773 ;10 ;11.113 ;0.0 ;14.700 ;43.5 ;0 ;2.30 ;6.3;0.0;
9 ;12:14.50 ;7716 ;12 ;10.849 ;0.0 ;14.700 ;43.5 ;0 ;1.80 ;5.0;0.0;
9 ;12:14.60 ;7376 ;12 ;11.981 ;0.0 ;14.700 ;43.5 ;0 ;2.03 ;5.4;0.0;
9 ;12:14.70 ;6751 ;9 ;11.304 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;5.9;0.0;
9 ;12:14.80 ;6949 ;9 ;11.348 ;0.0 ;14.700 ;43.5 ;0 ;2.73 ;7.2;0.0;
9 ;12:14.90 ;7298 ;10 ;11.201 ;0.0 ;14.700 ;43.5 ;0 ;2.44 ;6.5;0.0;
9 ;12:15.00 ;7327 ;13 ;11.025 ;0.0 ;14.700 ;43.5 ;0 ;2.17 ;5.8;0.0;
9 ;12:15.10 ;7315 ;14 ;10.952 ;0.0 ;14.700 ;43.5 ;0 ;2.23 ;6.1;0.0;
9 ;12:15.20 ;7231 ;15 ;10.525 ;0.0 ;14.700 ;43.5 ;0 ;2.45 ;6.7;0.0;
9 ;12:15.30 ;7178 ;15 ;10.540 ;0.0 ;14.700 ;43.5 ;0 ;2.57 ;6.9;0.0;
9 ;12:15.40 ;7067 ;15 ;10.907 ;0.0 ;14.700 ;43.5 ;0 ;2.82 ;7.5;0.0;
9 ;12:15.50 ;7006 ;15 ;11.540 ;0.0 ;14.700 ;43.5 ;0 ;2.96 ;7.5;0.0;
9 ;12:15.60 ;6853 ;16 ;11.775 ;0.0 ;14.700 ;43.5 ;0 ;3.03 ;7.6;0.0;
9 ;12:15.70 ;6838 ;18 ;12.113 ;0.0 ;14.700 ;43.5 ;0 ;2.78 ;7.0;0.0;
9 ;12:15.80 ;6581 ;19 ;12.833 ;0.0 ;14.700 ;43.5 ;0 ;2.93 ;7.1;0.0;
9 ;12:15.90 ;6512 ;19 ;13.906 ;0.0 ;14.700 ;43.5 ;0 ;2.99 ;7.2;0.0;
9 ;12:16.00 ;6338 ;20 ;14.700 ;0.0 ;14.700 ;43.5 ;0 ;2.74 ;6.4;0.0;
9 ;12:16.10 ;6245 ;20 ;14.391 ;0.0 ;14.700 ;43.5 ;0 ;2.61 ;5.8;0.0;
9 ;12:16.20 ;6077 ;20 ;13.436 ;0.0 ;14.700 ;43.5 ;0 ;2.36 ;5.1;0.0;
9 ;12:16.30 ;5946 ;20 ;12.686 ;0.0 ;14.700 ;43.5 ;0 ;2.36 ;5.3;0.0;
9 ;12:16.40 ;5852 ;20 ;12.275 ;0.0 ;14.700 ;43.5 ;0 ;2.54 ;5.5;0.0;
9 ;12:16.50 ;5649 ;20 ;11.936 ;0.0 ;14.700 ;43.5 ;0 ;2.93 ;6.0;0.0;
9 ;12:16.60 ;5532 ;19 ;11.407 ;0.0 ;14.700 ;43.5 ;0 ;2.93 ;6.0;0.0;
9 ;12:16.70 ;5403 ;19 ;11.437 ;0.0 ;14.700 ;43.5 ;0 ;3.14 ;6.3;0.0;
9 ;12:16.80 ;5259 ;19 ;11.834 ;0.0 ;14.700 ;43.5 ;0 ;3.37 ;6.6;0.0;
9 ;12:16.90 ;5043 ;19 ;12.613 ;0.0 ;14.700 ;43.5 ;0 ;3.72 ;6.9;0.0;
9 ;12:17.00 ;4959 ;19 ;12.907 ;0.0 ;14.700 ;43.5 ;0 ;3.75 ;6.8;0.0;
9 ;12:17.10 ;4745 ;19 ;13.039 ;0.0 ;14.700 ;43.5 ;0 ;3.55 ;6.1;0.0;
9 ;12:17.20 ;4515 ;19 ;12.951 ;0.0 ;14.700 ;43.5 ;0 ;3.33 ;5.5;0.0;
9 ;12:17.30 ;4505 ;19 ;12.965 ;0.0 ;14.700 ;43.5 ;0 ;3.33 ;5.5;0.0;
9 ;12:17.40 ;4514 ;19 ;12.936 ;0.0 ;14.700 ;43.5 ;0 ;3.33 ;5.6;0.0;
