SESSION; TIME;RPM;THROT;LAMB;R U SP;TAR LB;OIL P;SLIP%;INJ;L/Hr;L/100K;
9 ;21:11.90 ;8292 ;2 ;15.317 ;0.0 ;14.700 ;43.5 ;0 ;2.73 ;9.0;0.0;
9 ;21:12.00 ;8411 ;38 ;15.420 ;0.0 ;14.700 ;43.5 ;0 ;3.58 ;8.7;0.0;
9 ;21:12.10 ;7975 ;35 ;14.435 ;0.0 ;14.700 ;43.5 ;0 ;2.95 ;9.4;0.0;
9 ;21:12.20 ;7921 ;38 ;13.906 ;0.0 ;14.700 ;43.5 ;0 ;3.55 ;11.0;0.0;
9 ;21:12.30 ;7802 ;38 ;15.259 ;0.0 ;14.700 ;43.5 ;0 ;3.82 ;12.0;0.0;
9 ;21:12.40 ;7156 ;38 ;14.744 ;0.0 ;14.700 ;43.5 ;0 ;3.94 ;9.6;0.0;
9 ;21:12.50 ;6934 ;38 ;15.479 ;0.0 ;14.700 ;43.5 ;0 ;3.82 ;10.3;0.0;
9 ;21:12.60 ;6524 ;38 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;4.63 ;8.6;0.0;
9 ;21:12.70 ;6113 ;37 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.52 ;7.4;0.0;
9 ;21:12.80 ;6025 ;36 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.23 ;6.6;0.0;
9 ;21:12.90 ;5846 ;32 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.11 ;6.4;0.0;
9 ;21:13.00 ;6001 ;31 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.83 ;6.4;0.0;
9 ;21:13.10 ;5806 ;30 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.06 ;6.3;0.0;
9 ;21:13.20 ;5883 ;28 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.80 ;5.7;0.0;
9 ;21:13.30 ;5808 ;25 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.69 ;5.5;0.0;
9 ;21:13.40 ;5866 ;24 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.50 ;5.2;0.0;
9 ;21:13.50 ;5937 ;24 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.36 ;5.1;0.0;
9 ;21:13.60 ;5933 ;23 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.29 ;5.0;0.0;
9 ;21:13.70 ;5898 ;23 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.36 ;5.0;0.0;
9 ;21:13.80 ;5911 ;23 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.34 ;5.3;0.0;
9 ;21:13.90 ;5846 ;23 ;17.787 ;0.0 ;14.700 ;43.5 ;0 ;2.46 ;4.7;0.0;
9 ;21:14.00 ;6091 ;23 ;17.067 ;0.0 ;14.700 ;43.5 ;0 ;2.21 ;5.3;0.0;
9 ;21:14.10 ;5868 ;22 ;17.170 ;0.0 ;14.700 ;43.5 ;0 ;2.35 ;4.1;0.0;
9 ;21:14.20 ;5833 ;18 ;15.126 ;0.0 ;14.700 ;43.5 ;0 ;2.09 ;5.5;0.0;
9 ;21:14.30 ;6665 ;31 ;12.377 ;0.0 ;14.700 ;43.5 ;0 ;2.85 ;7.1;0.0;
9 ;21:14.40 ;5857 ;31 ;13.451 ;0.0 ;14.700 ;43.5 ;0 ;3.04 ;4.6;0.0;
9 ;21:14.50 ;5004 ;5 ;12.524 ;0.0 ;14.700 ;43.5 ;0 ;2.97 ;5.6;0.0;
9 ;21:14.60 ;5622 ;2 ;11.760 ;0.0 ;14.700 ;43.5 ;0 ;2.93 ;3.9;0.0;
9 ;21:14.70 ;6119 ;13 ;13.994 ;0.0 ;14.700 ;43.5 ;0 ;1.76 ;3.5;0.0;
9 ;21:14.80 ;5787 ;10 ;15.023 ;0.0 ;14.700 ;43.5 ;0 ;1.86 ;4.4;0.0;
9 ;21:14.90 ;5709 ;6 ;13.568 ;0.0 ;14.700 ;43.5 ;0 ;2.83 ;6.6;0.0;
9 ;21:15.00 ;5907 ;5 ;12.172 ;0.0 ;14.700 ;43.5 ;0 ;3.12 ;7.6;0.0;
9 ;21:15.10 ;5948 ;4 ;11.834 ;0.0 ;14.700 ;43.5 ;0 ;3.43 ;7.0;0.0;
9 ;21:15.20 ;6069 ;5 ;11.892 ;0.0 ;14.700 ;43.5 ;0 ;3.14 ;6.3;0.0;
9 ;21:15.30 ;6294 ;8 ;11.613 ;0.0 ;14.700 ;43.5 ;0 ;2.51 ;6.1;0.0;
9 ;21:15.40 ;6496 ;8 ;12.877 ;0.0 ;14.700 ;43.5 ;0 ;2.68 ;6.9;0.0;
9 ;21:15.50 ;6672 ;10 ;13.436 ;0.0 ;14.700 ;43.5 ;0 ;2.31 ;3.3;0.0;
9 ;21:15.60 ;6467 ;9 ;12.539 ;0.0 ;14.700 ;43.5 ;0 ;2.24 ;7.3;0.0;
9 ;21:15.70 ;6646 ;3 ;12.319 ;0.0 ;14.700 ;43.5 ;0 ;2.75 ;6.8;0.0;
9 ;21:15.80 ;7995 ;7 ;11.540 ;0.0 ;14.700 ;43.5 ;0 ;2.78 ;6.0;0.0;
9 ;21:15.90 ;7703 ;20 ;12.569 ;0.0 ;14.700 ;43.5 ;0 ;2.16 ;6.1;0.0;
9 ;21:16.00 ;6749 ;15 ;13.509 ;0.0 ;14.700 ;43.5 ;0 ;2.68 ;7.2;0.0;
9 ;21:16.10 ;7075 ;8 ;13.818 ;0.0 ;14.700 ;43.5 ;0 ;2.93 ;6.1;0.0;
9 ;21:16.20 ;7533 ;25 ;17.081 ;0.0 ;14.700 ;43.5 ;0 ;2.67 ;6.0;0.0;
9 ;21:16.30 ;6947 ;18 ;17.699 ;0.0 ;14.700 ;43.5 ;0 ;2.48 ;5.8;0.0;
9 ;21:16.40 ;7054 ;29 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.85 ;9.0;0.0;
9 ;21:16.50 ;7006 ;36 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.25 ;9.3;0.0;
9 ;21:16.60 ;6401 ;35 ;16.405 ;0.0 ;14.700 ;43.5 ;0 ;3.78 ;9.6;0.0;
9 ;21:16.70 ;6936 ;35 ;15.332 ;0.0 ;14.700 ;43.5 ;0 ;3.16 ;8.6;0.0;
9 ;21:16.80 ;7175 ;38 ;15.744 ;0.0 ;14.700 ;43.5 ;0 ;3.98 ;13.1;0.0;
9 ;21:16.90 ;6991 ;75 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;5.35 ;13.1;0.0;
9 ;21:17.00 ;5652 ;77 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;4.81 ;10.5;0.0;
9 ;21:17.10 ;5463 ;75 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;5.42 ;11.0;0.0;
9 ;21:17.20 ;5458 ;74 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;5.70 ;14.9;0.0;
9 ;21:17.30 ;5016 ;61 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;6.50 ;8.3;0.0;
9 ;21:17.40 ;5508 ;61 ;15.303 ;0.0 ;14.700 ;43.5 ;0 ;5.71 ;10.9;0.0;
9 ;21:17.50 ;5901 ;71 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;5.46 ;15.8;0.0;
9 ;21:17.60 ;5352 ;71 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;6.77 ;9.9;0.0;
9 ;21:17.70 ;5975 ;75 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;4.46 ;10.6;0.0;
9 ;21:17.80 ;5252 ;74 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;6.11 ;11.5;0.0;
9 ;21:17.90 ;4823 ;72 ;16.538 ;0.0 ;14.700 ;43.5 ;0 ;6.72 ;16.0;0.0;
9 ;21:18.00 ;5284 ;53 ;14.965 ;0.0 ;14.700 ;43.5 ;0 ;4.35 ;8.6;0.0;
9 ;21:18.10 ;5484 ;51 ;15.538 ;0.0 ;14.700 ;43.5 ;0 ;4.21 ;14.6;0.0;
9 ;21:18.20 ;6027 ;75 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;4.45 ;10.4;0.0;
9 ;21:18.30 ;4724 ;77 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;5.30 ;9.5;0.0;
9 ;21:18.40 ;4705 ;74 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;5.81 ;13.3;0.0;
9 ;21:18.50 ;4783 ;66 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;8.33 ;15.9;0.0;
9 ;21:18.60 ;5016 ;64 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;8.07 ;13.0;0.0;
9 ;21:18.70 ;5077 ;53 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;4.53 ;8.3;0.0;
9 ;21:18.80 ;4944 ;50 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;4.60 ;8.7;0.0;
9 ;21:18.90 ;5511 ;48 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;4.22 ;8.4;0.0;
9 ;21:19.00 ;5676 ;48 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;4.04 ;8.5;0.0;
9 ;21:19.10 ;5639 ;47 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;4.08 ;8.2;0.0;
9 ;21:19.20 ;5746 ;45 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.87 ;8.3;0.0;
9 ;21:19.30 ;5704 ;44 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.87 ;6.9;0.0;
9 ;21:19.40 ;5492 ;29 ;17.023 ;0.0 ;14.700 ;43.5 ;0 ;3.48 ;6.4;0.0;
9 ;21:19.50 ;6067 ;26 ;12.245 ;0.0 ;14.700 ;43.5 ;0 ;2.44 ;5.7;0.0;
9 ;21:19.60 ;6786 ;23 ;11.525 ;0.0 ;14.700 ;43.5 ;0 ;2.18 ;6.3;0.0;
9 ;21:19.70 ;6419 ;14 ;11.731 ;0.0 ;14.700 ;43.5 ;0 ;2.16 ;5.0;0.0;
9 ;21:19.80 ;6270 ;8 ;12.172 ;0.0 ;14.700 ;43.5 ;0 ;2.49 ;6.1;0.0;
9 ;21:19.90 ;6565 ;7 ;12.436 ;0.0 ;14.700 ;43.5 ;0 ;3.07 ;7.3;0.0;
9 ;21:20.00 ;6371 ;7 ;12.098 ;0.0 ;14.700 ;43.5 ;0 ;2.95 ;6.6;0.0;
9 ;21:20.10 ;6490 ;6 ;12.745 ;0.0 ;14.700 ;43.5 ;0 ;3.11 ;7.2;0.0;
9 ;21:20.20 ;7123 ;8 ;14.097 ;0.0 ;14.700 ;43.5 ;0 ;2.94 ;6.5;0.0;
9 ;21:20.30 ;7121 ;16 ;15.170 ;0.0 ;14.700 ;43.5 ;0 ;2.51 ;6.3;0.0;
9 ;21:20.40 ;7086 ;19 ;15.244 ;0.0 ;14.700 ;43.5 ;0 ;2.30 ;6.0;0.0;
9 ;21:20.50 ;6965 ;20 ;14.935 ;0.0 ;14.700 ;43.5 ;0 ;2.23 ;5.6;0.0;
9 ;21:20.60 ;6906 ;20 ;13.642 ;0.0 ;14.700 ;43.5 ;0 ;2.28 ;6.0;0.0;
9 ;21:20.70 ;6730 ;22 ;11.099 ;0.0 ;14.700 ;43.5 ;0 ;2.24 ;5.3;0.0;
9 ;21:20.80 ;6656 ;22 ;10.731 ;0.0 ;14.700 ;43.5 ;0 ;2.31 ;4.4;0.0;
9 ;21:20.90 ;6521 ;10 ;10.393 ;0.0 ;14.700 ;43.5 ;0 ;1.88 ;6.3;0.0;
9 ;21:21.00 ;6771 ;11 ;10.863 ;0.0 ;14.700 ;43.5 ;0 ;2.35 ;6.9;0.0;
9 ;21:21.10 ;6863 ;15 ;11.201 ;0.0 ;14.700 ;43.5 ;0 ;2.75 ;7.1;0.0;
9 ;21:21.20 ;6898 ;14 ;12.936 ;0.0 ;14.700 ;43.5 ;0 ;2.82 ;6.5;0.0;
9 ;21:21.30 ;6656 ;12 ;14.597 ;0.0 ;14.700 ;43.5 ;0 ;2.15 ;5.2;0.0;
9 ;21:21.40 ;6375 ;8 ;14.553 ;0.0 ;14.700 ;43.5 ;0 ;2.58 ;7.4;0.0;
9 ;21:21.50 ;6761 ;6 ;14.024 ;0.0 ;14.700 ;43.5 ;0 ;2.84 ;6.9;0.0;
9 ;21:21.60 ;7030 ;5 ;14.127 ;0.0 ;14.700 ;43.5 ;0 ;2.43 ;6.0;0.0;
9 ;21:21.70 ;7292 ;4 ;15.435 ;0.0 ;14.700 ;43.5 ;0 ;2.76 ;8.7;0.0;
9 ;21:21.80 ;8194 ;6 ;15.038 ;0.0 ;14.700 ;43.5 ;0 ;2.66 ;7.2;0.0;
9 ;21:21.90 ;8241 ;38 ;14.715 ;0.0 ;14.700 ;43.5 ;0 ;3.49 ;9.0;0.0;
9 ;21:22.00 ;7861 ;19 ;16.170 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;6.1;0.0;
9 ;21:22.10 ;7874 ;24 ;16.567 ;0.0 ;14.700 ;43.5 ;0 ;2.18 ;6.5;0.0;
9 ;21:22.20 ;7618 ;26 ;16.993 ;0.0 ;14.700 ;43.5 ;0 ;2.63 ;6.6;0.0;
9 ;21:22.30 ;8081 ;30 ;15.303 ;0.0 ;14.700 ;43.5 ;0 ;2.25 ;7.8;0.0;
9 ;21:22.40 ;7995 ;33 ;17.052 ;0.0 ;14.700 ;43.5 ;0 ;2.60 ;10.0;0.0;
9 ;21:22.50 ;7347 ;33 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.37 ;7.9;0.0;
9 ;21:22.60 ;7086 ;33 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.78 ;6.7;0.0;
9 ;21:22.70 ;6947 ;33 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.70 ;6.8;0.0;
9 ;21:22.80 ;6944 ;33 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.70 ;6.9;0.0;
9 ;21:22.90 ;6965 ;33 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.66 ;7.4;0.0;
9 ;21:23.00 ;6791 ;31 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.59 ;5.9;0.0;
9 ;21:23.10 ;6766 ;30 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.50 ;6.1;0.0;
9 ;21:23.20 ;6764 ;30 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.43 ;5.8;0.0;
9 ;21:23.30 ;6656 ;30 ;14.685 ;0.0 ;14.700 ;43.5 ;0 ;2.65 ;5.7;0.0;
9 ;21:23.40 ;6913 ;27 ;15.861 ;0.0 ;14.700 ;43.5 ;0 ;1.95 ;6.2;0.0;
9 ;21:23.50 ;6423 ;20 ;16.391 ;0.0 ;14.700 ;43.5 ;0 ;2.49 ;7.2;0.0;
9 ;21:23.60 ;6524 ;35 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.99 ;8.3;0.0;
9 ;21:23.70 ;6163 ;36 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.52 ;7.2;0.0;
9 ;21:23.80 ;6034 ;35 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.17 ;6.9;0.0;
9 ;21:23.90 ;6019 ;35 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.12 ;6.9;0.0;
9 ;21:24.00 ;5961 ;34 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.10 ;6.6;0.0;
9 ;21:24.10 ;5954 ;31 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.90 ;5.9;0.0;
9 ;21:24.20 ;5952 ;27 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.59 ;5.6;0.0;
9 ;21:24.30 ;5963 ;26 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.48 ;5.5;0.0;
9 ;21:24.40 ;5903 ;26 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.60 ;5.4;0.0;
9 ;21:24.50 ;5855 ;24 ;17.067 ;0.0 ;14.700 ;43.5 ;0 ;2.53 ;5.0;0.0;
9 ;21:24.60 ;5881 ;21 ;16.493 ;0.0 ;14.700 ;43.5 ;0 ;2.25 ;4.9;0.0;
9 ;21:24.70 ;5758 ;21 ;15.009 ;0.0 ;14.700 ;43.5 ;0 ;2.47 ;5.1;0.0;
9 ;21:24.80 ;5737 ;21 ;14.965 ;0.0 ;14.700 ;43.5 ;0 ;2.52 ;5.8;0.0;
9 ;21:24.90 ;5702 ;25 ;14.421 ;0.0 ;14.700 ;43.5 ;0 ;2.89 ;6.1;0.0;
9 ;21:25.00 ;5733 ;24 ;14.127 ;0.0 ;14.700 ;43.5 ;0 ;2.77 ;6.1;0.0;
9 ;21:25.10 ;5527 ;24 ;15.317 ;0.0 ;14.700 ;43.5 ;0 ;3.18 ;6.5;0.0;
9 ;21:25.20 ;5179 ;18 ;17.228 ;0.0 ;14.700 ;43.5 ;0 ;2.74 ;5.2;0.0;
9 ;21:25.30 ;5234 ;18 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.72 ;4.7;0.0;
9 ;21:25.40 ;5093 ;17 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.54 ;4.2;0.0;
9 ;21:25.50 ;5028 ;15 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.16 ;3.9;0.0;
9 ;21:25.60 ;5045 ;14 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.06 ;3.8;0.0;
9 ;21:25.70 ;5212 ;14 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.00 ;3.8;0.0;
9 ;21:25.80 ;5325 ;14 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.97 ;3.8;0.0;
9 ;21:25.90 ;5277 ;14 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.99 ;3.6;0.0;
9 ;21:26.00 ;5316 ;13 ;17.508 ;0.0 ;14.700 ;43.5 ;0 ;1.88 ;3.6;0.0;
9 ;21:26.10 ;5386 ;13 ;15.685 ;0.0 ;14.700 ;43.5 ;0 ;1.86 ;3.7;0.0;
9 ;21:26.20 ;5414 ;13 ;13.671 ;0.0 ;14.700 ;43.5 ;0 ;1.85 ;3.8;0.0;
9 ;21:26.30 ;5344 ;15 ;12.333 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;4.0;0.0;
9 ;21:26.40 ;5480 ;15 ;13.451 ;0.0 ;14.700 ;43.5 ;0 ;2.00 ;3.3;0.0;
9 ;21:26.50 ;5079 ;7 ;13.700 ;0.0 ;14.700 ;43.5 ;0 ;2.70 ;4.2;0.0;
9 ;21:26.60 ;5414 ;19 ;14.656 ;0.0 ;14.700 ;43.5 ;0 ;2.71 ;7.3;0.0;
9 ;21:26.70 ;4957 ;23 ;13.157 ;0.0 ;14.700 ;43.5 ;0 ;4.25 ;3.8;0.0;
9 ;21:26.80 ;4823 ;16 ;15.259 ;0.0 ;14.700 ;43.5 ;0 ;2.14 ;7.1;0.0;
9 ;21:26.90 ;5326 ;21 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.28 ;6.2;0.0;
9 ;21:27.00 ;4879 ;19 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.24 ;4.9;0.0;
9 ;21:27.10 ;4509 ;16 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.91 ;3.5;0.0;
9 ;21:27.20 ;4397 ;16 ;16.699 ;0.0 ;14.700 ;43.5 ;0 ;2.09 ;3.2;0.0;
9 ;21:27.30 ;4577 ;16 ;15.758 ;0.0 ;14.700 ;43.5 ;0 ;1.98 ;3.4;0.0;
9 ;21:27.40 ;4792 ;16 ;12.745 ;0.0 ;14.700 ;43.5 ;0 ;2.12 ;3.9;0.0;
9 ;21:27.50 ;4817 ;16 ;12.642 ;0.0 ;14.700 ;43.5 ;0 ;2.14 ;3.6;0.0;
9 ;21:27.60 ;4543 ;14 ;12.216 ;0.0 ;14.700 ;43.5 ;0 ;1.77 ;3.9;0.0;
9 ;21:27.70 ;4477 ;2 ;12.172 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;3.9;0.0;
9 ;21:27.80 ;4856 ;16 ;13.201 ;0.0 ;14.700 ;43.5 ;0 ;2.17 ;7.8;0.0;
9 ;21:27.90 ;4291 ;14 ;12.083 ;0.0 ;14.700 ;43.5 ;0 ;1.94 ;3.8;0.0;
9 ;21:28.00 ;4071 ;3 ;12.613 ;0.0 ;14.700 ;43.5 ;0 ;2.49 ;2.7;0.0;
9 ;21:28.10 ;4843 ;21 ;16.126 ;0.0 ;14.700 ;43.5 ;0 ;3.96 ;7.5;0.0;
9 ;21:28.20 ;4627 ;26 ;16.890 ;0.0 ;14.700 ;43.5 ;0 ;4.75 ;6.9;0.0;
9 ;21:28.30 ;3323 ;17 ;15.758 ;0.0 ;14.700 ;43.5 ;0 ;3.11 ;2.3;0.0;
9 ;21:28.40 ;3309 ;8 ;16.890 ;0.0 ;14.700 ;43.5 ;0 ;1.91 ;3.3;0.0;
9 ;21:28.50 ;3925 ;20 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.77 ;5.7;0.0;
9 ;21:28.60 ;3745 ;19 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.69 ;4.4;0.0;
9 ;21:28.70 ;3179 ;17 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.14 ;3.0;0.0;
9 ;21:28.80 ;3300 ;15 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.46 ;3.0;0.0;
9 ;21:28.90 ;3383 ;15 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.46 ;2.8;0.0;
9 ;21:29.00 ;3391 ;13 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.11 ;2.4;0.0;
9 ;21:29.10 ;3501 ;11 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.70 ;2.1;0.0;
9 ;21:29.20 ;3618 ;10 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.68 ;2.3;0.0;
9 ;21:29.30 ;3731 ;10 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.62 ;2.1;0.0;
9 ;21:29.40 ;3856 ;10 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.54 ;2.2;0.0;
9 ;21:29.50 ;3591 ;10 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.70 ;2.2;0.0;
9 ;21:29.60 ;3785 ;10 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.59 ;2.1;0.0;
9 ;21:29.70 ;4002 ;14 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.20 ;3.4;0.0;
9 ;21:29.80 ;4199 ;15 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.22 ;3.5;0.0;
9 ;21:29.90 ;4084 ;15 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.37 ;3.2;0.0;
9 ;21:30.00 ;4054 ;14 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.15 ;3.2;0.0;
9 ;21:30.10 ;4094 ;14 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;2.12 ;2.8;0.0;
9 ;21:30.20 ;3938 ;13 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;1.95 ;2.8;0.0;
9 ;21:30.30 ;4099 ;13 ;16.832 ;0.0 ;14.700 ;43.5 ;0 ;1.88 ;3.2;0.0;
9 ;21:30.40 ;3925 ;14 ;12.510 ;0.0 ;14.700 ;43.5 ;0 ;2.21 ;2.4;0.0;
9 ;21:30.50 ;3811 ;12 ;11.628 ;0.0 ;14.700 ;43.5 ;0 ;1.75 ;2.4;0.0;
9 ;21:30.60 ;4442 ;12 ;11.760 ;0.0 ;14.700 ;43.5 ;0 ;1.59 ;3.2;0.0;
9 ;21:30.70 ;4363 ;7 ;12.377 ;0.0 ;14.700 ;43.5 ;0 ;2.02 ;3.1;0.0;
9 ;21:30.80 ;4225 ;6 ;12.716 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;3.7;0.0;
9 ;21:30.90 ;4162 ;3 ;13.230 ;0.0 ;14.700 ;43.5 ;0 ;2.46 ;3.7;0.0;
9 ;21:31.00 ;4228 ;2 ;13.774 ;0.0 ;14.700 ;43.5 ;0 ;2.47 ;3.9;0.0;
9 ;21:31.10 ;4339 ;2 ;13.950 ;0.0 ;14.700 ;43.5 ;0 ;2.45 ;3.9;0.0;
9 ;21:31.20 ;4474 ;2 ;13.877 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;4.0;0.0;
9 ;21:31.30 ;4553 ;2 ;13.245 ;0.0 ;14.700 ;43.5 ;0 ;2.45 ;4.2;0.0;
9 ;21:31.40 ;4709 ;2 ;12.319 ;0.0 ;14.700 ;43.5 ;0 ;2.58 ;4.6;0.0;
9 ;21:31.50 ;4737 ;2 ;12.407 ;0.0 ;14.700 ;43.5 ;0 ;2.60 ;4.8;0.0;
9 ;21:31.60 ;5051 ;2 ;12.569 ;0.0 ;14.700 ;43.5 ;0 ;2.83 ;5.7;0.0;
9 ;21:31.70 ;4998 ;5 ;12.348 ;0.0 ;14.700 ;43.5 ;0 ;2.96 ;4.7;0.0;
9 ;21:31.80 ;4903 ;5 ;12.848 ;0.0 ;14.700 ;43.5 ;0 ;2.82 ;5.6;0.0;
9 ;21:31.90 ;5212 ;5 ;14.965 ;0.0 ;14.700 ;43.5 ;0 ;3.01 ;5.1;0.0;
9 ;21:32.00 ;5290 ;7 ;15.538 ;0.0 ;14.700 ;43.5 ;0 ;2.65 ;4.7;0.0;
9 ;21:32.10 ;5290 ;8 ;15.611 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;3.3;0.0;
9 ;21:32.20 ;5308 ;13 ;15.626 ;0.0 ;14.700 ;43.5 ;0 ;1.88 ;3.6;0.0;
9 ;21:32.30 ;5292 ;13 ;15.156 ;0.0 ;14.700 ;43.5 ;0 ;1.89 ;3.6;0.0;
9 ;21:32.40 ;5262 ;13 ;14.729 ;0.0 ;14.700 ;43.5 ;0 ;1.90 ;3.7;0.0;
9 ;21:32.50 ;5191 ;13 ;13.877 ;0.0 ;14.700 ;43.5 ;0 ;1.91 ;4.0;0.0;
9 ;21:32.60 ;5176 ;15 ;12.671 ;0.0 ;14.700 ;43.5 ;0 ;2.11 ;4.0;0.0;
9 ;21:32.70 ;5066 ;15 ;12.128 ;0.0 ;14.700 ;43.5 ;0 ;2.15 ;4.0;0.0;
9 ;21:32.80 ;5124 ;16 ;12.113 ;0.0 ;14.700 ;43.5 ;0 ;2.23 ;4.0;0.0;
9 ;21:32.90 ;4901 ;9 ;11.848 ;0.0 ;14.700 ;43.5 ;0 ;2.16 ;4.0;0.0;
9 ;21:33.00 ;4792 ;8 ;14.303 ;0.0 ;14.700 ;43.5 ;0 ;2.28 ;5.8;0.0;
9 ;21:33.10 ;4932 ;23 ;13.759 ;0.0 ;14.700 ;43.5 ;0 ;4.27 ;6.1;0.0;
9 ;21:33.20 ;4447 ;16 ;13.098 ;0.0 ;14.700 ;43.5 ;0 ;2.00 ;3.0;0.0;
9 ;21:33.30 ;4541 ;15 ;13.906 ;0.0 ;14.700 ;43.5 ;0 ;1.85 ;7.7;0.0;
9 ;21:33.40 ;4984 ;33 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;4.23 ;8.1;0.0;
9 ;21:33.50 ;4658 ;41 ;17.934 ;0.0 ;14.700 ;43.5 ;0 ;3.95 ;7.3;0.0;
